label,text
1,"GeForce RTX 5090, 5080 and 5070 Ti Laptops from select OEMs are now available for pre-order.  

Learn more about some of the top models and where to pre-order here: https://t.co/RLDVkbvC2x https://t.co/bJSzut4kOc"
1,"Meet our most powerful laptop ever – the all-new Razer Blade 18: https://t.co/vn9jpTxfM8

Unlock the full potential of the GeForce RTX 50 Series GPU’s in a 280W vapor-cooled powerhouse. All packed into the slimmest 18"" HX-class gaming laptop. Pre orders open now. https://t.co/w0WMWqb45V"
0,"NVIDIA now admits that GeForce RTX 5080 is affected by missing ROPs too 
https://t.co/eYayM7C6dZ"
1,"Uhhh, yeah that’s pretty clean!!  ​

Featuring: ​
 ROG Hyperion GR701 ​
 ROG MAXIMUS Z890 EXTREME ​
 ROG RYUJIN III 360 ARGB ​
 ROG Strix GeForce RTX 40 OC Edition ​

Let's get gaming!  ​

#ROG #PCGamer https://t.co/Vt5WXrrjrx"
0,"NVIDIA GeForce RTX 5070 spotted in first Geekbench tests, around 20% slower than 5070 Ti 
https://t.co/tnc7WcdzpO"
0,"Apparently it is not just RTX 5090 and
RTX 5070 Ti, but also 5080

First GeForce RTX 5080 discovered with 104 ROPS, 8 missing in action  https://t.co/VXqDoH3bRh"
0,"GeForce RTX 5090 drops below RTX 4090 in high-end graphics card benchmark chart
https://t.co/YZhQOqu485"
0,"First GeForce RTX 5080 discovered with 104 ROPS, 8 missing in action 
https://t.co/wmrpo2rW6r"
0,GeForce RTX boxes will turn blue if they are in the sun for too long https://t.co/7NWOORMjGJ
1,"Black or White?
GeForce RTX 5070 Ti EAGLE OC ICE SFF 16G
GeForce RTX 5070 Ti EAGLE OC SFF 16G

 Powered by the NVIDIA Blackwell architecture and DLSS 4
 WINDFORCE cooling system with the new HAWK FAN design offers pioneering air cooling solutions

Learn more:
https://t.co/W4jh7zDiOt
https://t.co/SJifnTWU9C

#AORUS #GIGABYTE #NVIDIA #RTX50 #WINDFORCE #VGA #graphicscards #GamingPC #PCSetup #gaming #FEELTHECHILL"
0,"GeForce RTX 5070 Ti with missing ROPs offers up to 11% lower performance in synthetic tests 
https://t.co/qpMo3ClsdF"
0,"NVIDIA confirms fix for GeForce RTX black screen issues: VBIOS and new driver coming this week 
https://t.co/uI0sL9Xv3a"
1,"NVIDIA GeForce RTX 5060 Ti said to be 180W, coming in 16GB and 8GB variants 
https://t.co/yOH9wGU5Ib"
0,"Pre-ordered my custom gaming PC: (As a reward for my hard work and past achievements)

- NVIDIA GeForce RTX 5090 - 32GB

- AMD Ryzen 7 9800X3D (Upgrading to 9950X3D)

- Custom EKWB Water-cooling Dual Loop CPU + GPU 720mm Radiator

- Gigabyte X870E Aorus Xtreme AI Top

- G.SKILL Trident Z5 Royal Neo Series DDR5 RAM 32GB 6000MT/s CL28 (32x2)

- Crucial T705 4TB Gen5 NVMe M.2 SSD - Up to 14,100 MB/s

- 7x Lian Li LCD Uni Fan

- 1500W Corsair HX1500i Ultra Low Noise 80+ Platinum

Separate order, delivered:

- ASUS ROG Swift 32” 4K OLED 240HZ Gaming Monitor (PG32UCDM)

- Herman Miller Logitech Embody gaming chair

'PC' likely arriving in mid to late March. (graphic card is out of stock)

Childhood dream fulfilled 

And yes, extreme overkill I know but imo every man should have at least one set of these maxed out pcs in their lifetime. wen urs? "
0,"To those who use AI to justify RTX bad pricing....

You overpaid 
The RX 7900 XTX

Still remains the best consumer  GPU for LLM inference.
- 50% more VRAM than 5080
- faster LLM inference than 4090
- Llama 70B @ ~10tkn/s
- under $1k https://t.co/t79UYgHLnd"
1,"GeForce RTX 5090, 5080 and 5070 Ti Laptops from select OEMs are now available for pre-order.  

Learn more about some of the top models and where to pre-order here: https://t.co/RLDVkbvC2x https://t.co/bJSzut4kOc"
0,"With RTX 50 series cards not supporting 32-bit PhysX, some owners are taking to shoving a secondary card into their rig just to run older games better. https://t.co/BaPssGuwhO"
1,"Meet our most powerful laptop ever – the all-new Razer Blade 18: https://t.co/vn9jpTxfM8

Unlock the full potential of the GeForce RTX 50 Series GPU’s in a 280W vapor-cooled powerhouse. All packed into the slimmest 18"" HX-class gaming laptop. Pre orders open now. https://t.co/w0WMWqb45V"
0,"NVIDIA Is Reportedly Suppressing Inventory Levels For High-End RTX 50 Series GPUs, As a Move To ""Market"" Its SKUs https://t.co/AQe0XQhsDf"
1,"Testing latency of DLSS 4 Multi Frame Generation here with the RTX 5080, and it's actually really good. Seeing MFG 4x in person is completely different than seeing it on Youtube. This is a more positive video, so I expect a lot of backlash here 
https://t.co/7vf8ftSQ3i"
1,"Both SUPRIM and SUPRIM LIQUID have been awarded Editor's Choice from Tech Power Up!
When it comes to performance, cooling, and silence in the RTX 50 series, MSI sets the gold standard.

#RTX50 #msiSUPRIM #msiSUPRIMLiquid #BestGraphicsCard https://t.co/zBGsq5N5kD"
0,"NVIDIA now admits that GeForce RTX 5080 is affected by missing ROPs too 
https://t.co/eYayM7C6dZ"
0,"Nvidia admits some early RTX 5080 cards are missing ROPs, too. The RTX 50-series launch keeps going from bad to worse https://t.co/qtE6z6qkYp"
0,"NVIDIA is now reported to have ""artificially"" suppressed inventory levels in the retail segment, as a move to market its RTX 50 GPUs, by giving the impression that they are in hot-demand. https://t.co/mrttCdfWpC"
1,"Uhhh, yeah that’s pretty clean!!  ​

Featuring: ​
 ROG Hyperion GR701 ​
 ROG MAXIMUS Z890 EXTREME ​
 ROG RYUJIN III 360 ARGB ​
 ROG Strix GeForce RTX 40 OC Edition ​

Let's get gaming!  ​

#ROG #PCGamer https://t.co/Vt5WXrrjrx"
1,How do you all feel that a 12 year old got to hold an RTX 5090 before you… https://t.co/H70NI1BtUd
0,"The “Missing ROPs” problem is a lot larger than Nvidia claimed. Even their RTX 5080 is affected.

https://t.co/nFVLi8lZMc"
0,"NVIDIA GeForce RTX 5070 spotted in first Geekbench tests, around 20% slower than 5070 Ti 
https://t.co/tnc7WcdzpO"
1,"My Cyber Streets Tech Demo 
Unreal Engine 5.5.3 Nanite 
More progress insert some interiors 

Runs on Rog Ally AMD Ryzen Z1 Extreme 
16gb Ram, refresh rate 120hz and resolution set to 1280x720 High Settings + Vsync 
45 - 55 fps on 30W. 

NO Megalights NO RTX NO Lumen NO Pathtrace NO Baked all dynamic using Ambient Occlution, distance field meshes and SSR for reflections  
Lighting and rain vfx with Ultra Dynamic Sky
Running at 4k Native 100fps on RTX4090 
Epic Settings Assets from  
@kitbash3d @LeartesStudios @quixeltools
and Marketplace everything was placed manually. Cables created with Spline BP

Soon standalone benchmark for everyone to test 

https://t.co/D2ZNXwJFkM

#futuristic #cyberpunk #scifi #ue5 #unreal #unrealengine5  #realism #photography #futureslums #realism #megascans #neon #cyberstreets #cinematic #quixel #realtime #videogames #cyberpunk2077 #lumen #videogame #cinematic #rtx4090 #scifi #artstationhq #quixel #tech 
 
@UnrealEngine @80Level @gameranx"
0,"Apparently it is not just RTX 5090 and
RTX 5070 Ti, but also 5080

First GeForce RTX 5080 discovered with 104 ROPS, 8 missing in action  https://t.co/VXqDoH3bRh"
1,"MORGAN STANLEY PROJECTS AI-DRIVEN GPU DEMAND TO REACH $1.08T BY 2028, UP FROM $15B IN 2023. 

AI capital spending is expected to hit $447B, with Nvidia’s GPU sales forecast at $227B. Non-GPU AI infrastructure (HBM, cooling, storage) is set for $275B in spending. https://t.co/TpUGO4xV7C"
1,"•@Nvidia ($NVDA) crushed Q4 earnings, reporting $39.3B revenue vs. $38.25B expected!

Data Center revenue hit a record $35.6B (+93% YoY) as AI demand surges! https://t.co/4m1tp6dBy3"
1,"Last night a seminal day for the tech sector and we believe investors will digest these Nvidia results in a bullish manner as the results/guidance speak for themselves in our view. We continue to believe Nvidia
is a $4 trillion market cap in 2025. Blackwell fueling AI boom "
1,"$35B+ IPO LOOMING: $NVDA-BACKED COREWEAVE TO FILE WITHIN A WEEK

AI cloud firm CoreWeave is reportedly set to file for a $4B IPO, targeting a $35B+ valuation. Backed by Nvidia, Cisco, Fidelity, and Jane Street, the company has been a key player in AI infrastructure, building data centers powered by Nvidia GPUs.

Morgan Stanley, Goldman Sachs, and JPMorgan will lead the offering."
1,"NEW: Nvidia Q4 revenues hit $39.3B, up by nearly 80% YoY due to sales of its AI-centered microchips.

Nvidia founder and CEO Jensen Huang said, “AI is advancing at light speed as agentic AI and physical AI set the stage for the next wave of AI to revolutionize the largest industries.”"
1,"Huge win for @nvidia as it continues to dominate AI, reflecting the unstoppable demand for AI tech 

NVIDIA forecasts continued growth into Q1 2025, expecting an even stronger performance ahead. 

AI is scaling fast, transforming industries at an insane pace."
1,"NVIDIA CEO: THERE ARE FANTASTIC STARTUPS EMERGING DUE TO BREAKTHROUGHS IN AI REASONING

Jensen Huang:

“There are some truly fantastic startups emerging due to breakthroughs in reasoning AI and artificial general intelligence capabilities.

Several of these startups are focused on agentic AIs—really exciting companies.

Others are working on physical AIs. 

There are only a handful of each, and every one of them requires additional compute power.”

Source: CNBC"
1,Nvidia $NVDA CEO Jensen Huang was just asked on CNBC about what makes him confident for Nvidia’s role in the long term build out of AI https://t.co/4GfJDGbaVj
1,"Nvidia $NVDA CEO Jensen Huang just said:

The next-generation of AI will need 100x more compute than older models as a result of new reasoning approaches that think “about how best to answer” questions step by step - CNBC https://t.co/8H2mvJLDlm"
1,Nvidia CEO Huang says AI has to do '100 times more' computation now than when ChatGPT was released https://t.co/5P0SkT71PK
0,"Nvidia's revenue from Singapore saw a decline for the first time since Q3 2022, when the AI Export Chip was first introduced.

Is this the DeepSeek Moment? Is it because all eyes were on Singapore, forcing a shift in the billing location?  Or is there something that simply doesn’t add up in this earnings report?

I’ll leave this question open."
1,"Jensen said Nvidia has 350 plants manufacture 1.5 million components for each Blackwell rack.

An insane level of complexity."
1,"Discover how AI query engines enable enterprises to turn data into actionable insights for more accurate AI-powered applications.

 Read the blog to learn more: https://t.co/Go7teTsqc6 https://t.co/D8UZIpOPAi"
1,"Nvidia $NVDA CEO Jensen Huang just said:

""No technology has ever had the opportunity to address a larger part of the world's GDP than AI."" ... ""We're really just three years into that journey"", ""I'm fairly sure that we're at the beginning of this new era"" https://t.co/eHTPXb2Rfg"
1,"NVIDIA PRINTS CASH—$22B IN PROFIT AS AI BOOM RAGES ON

Despite market jitters over China’s DeepSeek AI, Nvidia just crushed expectations, raking in $39.3B revenue and $22.1B profit last quarter.

Its datacenter unit alone pulled $35.6B, proving that AI’s demand for Nvidia chips isn’t slowing down anytime soon.

Wall Street panicked, but Jensen Huang wasn’t worried—was he right all along?

Source: Forbes"
0,"Nvidia $NVDA just said Elon Musk owned xAI is

""adopting the GB200 to train and inference its next-generation of Grok AI models"" https://t.co/0Ud0GVSe0t"
1,"Nvidia, $NVDA, CEO Jensen Huang has said: 

“We’ve successfully ramped up the massive-scale production of Blackwell AI supercomputers, achieving billions of dollars in sales in its first quarter. AI is advancing at light speed as agentic AI and physical AI set the stage for the next wave of AI to revolutionize the largest industries.”"
1,The rise of the AI Data Center ... A Nvidia story https://t.co/eU4w6ELeW1
1,"NVIDIA delivers a solid beat as the AI buildout continues. The ultimate lesson from DeepSeek and other breakthroughs will be that demand for AI is insatiable, and the cheaper it gets the more use cases there will be. https://t.co/dCc9irQbFN"
1,"at a college event where I was invited as a guest, a student asked during the Q&A what did I think about the new Nvidia GeForce GPU's potential impact on RPG games. His smirk & his two friends next to him elbowing him told me what this was about. ""I don't know,"" I said. He sat down giggling, smirk intact. I guess, a lot of what I'd been talking about in the Q&A was related to games due to my past experience & present pursuits. And I know how self-proclaimed ""hardcore gamers"" get when people who have worked in mobile or casual gaming talk about gaming. 

A faculty member later apologised for his immature behaviour. I told him - I have worked in male-dominated spaces all my life, it's fine. My problem wasn't his question, it was the lack of sincerity. 

I've worked alongside some really top tier talent thanks to my career, and in quite exciting/glam spaces that too, what with Netflix and EA. The one trait absolutely nobody who is worth their salt ever demonstrates is cockiness. Not coz they aren't cocky (everyone's a little cocky about their strengths/passions deep down), but 'coz cockiness gets you nowhere in life. Like it or not, you need people to succeed, no matter how much you know. 

The truly smart ones know this, and therefore use every opportunity with anyone who has done anything remotely useful in life to extract from them whatever knowledge, insights, experience they possess. Whether or not you like or use it is up to you.

So yeah, if you find it useful to ask a person who has done product management in mobile gaming about gaming hardware, then go for it. But it might speak more to your stupidity than theirs. The era of the brilliant jerk is passé, non-brilliant jerks certainly don't stand a chance."
1," Bitgert x NodeGoAi Partnership 

We’re thrilled to announce our Partnership with @NodeGoAI

NodeGo is a decentralized computing network that enables users to monetize idle CPU, GPU, and bandwidth, providing scalable and cost-efficient compute power for AI, Web3, and enterprise applications

Stay tuned for more updates "
1,"High-performance gaming requires massive GPU power, but rising costs and shortages hinder developers.

Neurolov's decentralized GPU network provides affordable, scalable computing for game studios and creators.

Early adopters receive $NLOV, fueling AI-driven gaming's future.

 Join now: https://t.co/9biRNsh3aB"
1,"For the five people in the world who somehow manage to own a NVIDIA RTX 50 series GPU AND use Steam VR:

The newest GeForce drivers have a fix for you"
1,"History class for first-cyclers:

One of the most legendary pivots in crypto history- CoreWeave started as an ETH mining company in 2017, nearly died in 2018, then repurposed its massive residual GPU inventory for AI post PoS. Now? Gearing up for a $35B IPO.

If ETH had stayed PoW, it could’ve been the biggest super AI chain by default… and might've already flipped Bitcoin."
0,"ChatGPT is out of GPUs.

GPU shortage is not solved, and AIs are getting hungrier."
1,Oh ya… brought some legacy cards back to life. Who’s missing some GPU content? Some of my favorite GPUs. https://t.co/i7F1j3oclR
1,"**CPU:** Quad-Core Alien Brain Processor 9000 – Harvested from the mind of a hyper-intelligent space pirate, clocking in at 5.0 GHz (with an overclock to ""2x Champion Mode"" at 10 GHz when the stakes are high).

**GPU:** NVIDIA GeForce RTX 9090 ""Two-Time Champion Edition"" – Features 24,000 CUDA cores and RGB lighting that pulses in sync with every time  I throw a patent pending point out.

**RAM:** 128GB of G.Skill ""Headshot Precision"" DDR5 – So fast it can load an entire MMORPG world before you can hit the subscribe button.

 **Storage:** 10TB SSD ""Vault of Victory"" – Includes a secret compartment for storing gaming montages and trash-talk stored audio messages from pathetic opponents.

**Cooling:** Liquid Nitrogen Chill System with ""Ego Boost"" Overdrive – Keeps the rig frosty while emitting a misty aura that screams ""I’m the best, and you know it.""

**Motherboard:** ASUS ""Championship Stomper"" Xtreme – Comes with built-in victory horns and a holographic display showing your kill/death ratio in real-time.

**Power Supply:** 2000W ""Unstoppable Force"" Unit – Powered by pure swagger, it never runs out of juice, even during 72-hour streaming marathons.

**Case Lighting:** 360-degree RGB ""Intimidation Glow"" – Shifts colors based on your in-game performance, turning blood-red when you’re on a 20-kill streak.

**Audio:** Bose ""Mic Drop"" Sound System – Blasts taunts and victory cries at 120 decibels, with bass so deep it rattles your opponent’s setup across the internet.

**Special Feature:** Built-in ""Championship Confidence Chip"" – Automatically adjusts your aim, reflexes, and trash-talking skills to hot shot levels, but only if you’re wearing aviators and a mullet wig while gaming.

In short el Duderino, This rig isn’t just a computer—it’s a monument to gaming greatness, designed to make my opponents  hesitate before the match even starts. 

Think about it."
1,"#AI low caps worth pay attention to:

$QUBIC - AI
$SNAI - AI Agent
$KARRAT - AI &amp; Gaming
$GPU - AI
$INFRA - AI
$GHX - AI &amp; Gaming
$Creo - AI &amp; Gaming
$DMTR- AI

What did i miss?"
0,OpenAI is suffering from a GPU shortage $NVDA https://t.co/aqPDNsjQoz
0,"OpenAI GPT-4.5 is out. 

But GPU shortage again, keep selling $NVDA bears.

From Sam: ""bad news: it is a giant, expensive model. we really wanted to launch it to plus and pro at the same time, but we've been growing a lot and are out of GPUs. we will add tens of thousands of GPUs next week and roll it out to the plus tier then. (hundreds of thousands coming soon, and i'm pretty sure y'all will use every one we can rack up.)  this isn't how we want to operate, but it's hard to perfectly predict growth surges that lead to GPU shortages."""
1,"Who wants an RTX 5070ti PC shipped as soon as tomorrow?

https://t.co/0CDKTB8Pzz https://t.co/naOXYj3kJD"
1," JUST IN: Sam Altman announces GPT-4.5, calling it the first AI that feels like talking to a real person, but warns of GPU shortages delaying its full rollout. https://t.co/7P6FcXr3IN"
0,"It’s fun to see the industry evolving in a direction we built into @linear from day one.

Small teams owning holistic quality and output (like RAM, CPU, GPU in one chip)

Overspecialization and massive teams often kill great ideas and quality execution."
1,"Two days ago, Deepseek surprised everyone with an ""undefined-behavior"" PTX optimization speeding up particular ML workloads on a Hopper NVIDIA GPU Kernel.

Let's reverse engineer the hack, implement it ourselves, and benchmark the speedup on an H100. https://t.co/uEIJzOjRAn"
1," Aethir welcomes Inferium as a GPU-as-a-Service customer 

@InferiumAI—the AI infra hub for verifiable inference and AI agents—is now supercharged by Aethir’s cutting-edge GPU infrastructure. 

With bare-metal performance, zero hidden fees, and global scalability, Inferium is set to redefine AI inference at scale."
1,"Nvidia delivered double beat yesterday and proved that data center spending is just getting started.

These 10 stocks will be the primary beneficiaries: 

• $NVDA | Cutting edge GPUs & parallel programming platform.
• $AMD | Data center CPU leader with growing GPU business.
• $AVGO | Best in class network ASICs and connectivity components.
• $ANET | Leading provider of high speed ethernet switches.
• $MRVL | Designer of high performance custom ASICs.
• $MU | High-bandwith memory solutions.
• $LRCX | Etching and deposition equipment provider.
• $KLAC | Inspection and metrology equipment.
• $ASML | Sole provider of EUVL machines.
• $TSM | Sole manufacturer of the most advanced chips of Nvidia and Apple."
0,"MORGAN STANLEY PROJECTS AI-DRIVEN GPU DEMAND TO REACH $1.08T BY 2028, UP FROM $15B IN 2023. 

AI capital spending is expected to hit $447B, with Nvidia’s GPU sales forecast at $227B. Non-GPU AI infrastructure (HBM, cooling, storage) is set for $275B in spending. https://t.co/TpUGO4xV7C"
1,"Aethir leads the ""Top DePIN Projects by Revenue (30d)"" chart  

With 400K+ GPUs and 64,000+ @AethirEdge devices, Aethir stands as the only decentralized, enterprise-grade GPU-as-a-service provider, powering AI and gaming at scale."
1,"1/

Fairness in Crypto | Open GPU Spaces 

Is the current crypto ecosystem becoming more or less fair over time?

Guests: 
@TheMetakraft
@kaleverseeth
@kreon_geshido"
1,"There's two worlds you can build for. The world where crypto is a niche, mostly irrelevant part of the global economy (NVIDIA market cap continues to be worth more than all of crypto combined). Or the world where crypto takes over all of finance."
1,"it's official: AMD's Radeon RX 9070 is $549 and the 9070 XT is $599, both ship March 6th. AMD is going head-to-head with Nvidia's RTX 50-series here. Full details below  https://t.co/ZOqCC4L0yL"
0,"Cysic is the NVIDIA of ZK, say it back https://t.co/DbiNxY1Wp8"
0,I think the zero day options caused the last 5 points of decline for nvidia... but that suicidal mission could continue. See my No Huddle last night for why  you might be long it
1,"Here are the current top 25 largest stocks based out of the United States  ranked by market cap

 Apple $AAPL $3.56T (Market Cap)
 Nvidia $NVDA $2.93T
 Microsoft $MSFT $2.92T
Amazon $AMZN $2.21T
Google $GOOGL $2.06T
Facebook $META $1.67T
Berkshire Hathaway $BRK.B $1.08T
Broadcom $AVGO $927B
Tesla $TSLA $907B
Eli Lilly $LLY $813B
Walmart $WMT $778B
JPMorgan $JPM $724B
Visa $V $686B
Mastercard $MA $515B
Exxon $XOM $478B
Oracle $ORCL $461B
Costco $COST $454B
UnitedHealth $UNH $431B
Netflix $NFLX $412B
Procter & Gamble $PG $403B
Johnson & Johnson $JNJ $394B
Home Depot $HD $388B
Abbvie $ABBV $362B
Bank of America $BAC $336B
Coca-Cola $KO $305B"
0,"$NVDA - NVIDIA SHARES REVERSE COURSE, DOWN 1.4% PREMARKET"
1,"Thread :

HEAVY GRAPHICS LAPTOPS WORKSTATION 

HP Z Book FIRERLY 14 G7 10th gen (10810u) CORE  i7 32 gb RAM 1 TB SSD Touch Screen  4gb Nvidia Quadro p520  KSHS 70,000 

HP ZBook Studio G5 8th i7 (8850H) 12 CPUs 2.6 GHz  32gGB512 GB SSD +4gb Nvidia @  75,000 https://t.co/6ccViObDW5"
1,"$NVDA

Here's the exact video you need to make sure you know when to buy Nvidia going into this weekend.

Stay patient; still a long ways to go.  https://t.co/blcBGD6kIS"
0,Gaming GPU prices and availability will not improve anytime soon. In 2022 Nvidia was mainly a gaming hardware manufacturer. Today gaming is just a tiny fraction of their revenue. AI GPUs sell for 10x+ price each. That's where the money is nowadays. https://t.co/ck1Hw5zHzO
1,"AI-powered gaming is here—smart NPCs, adaptive worlds, and real rewards.

Backed by Nvidia, Shiba Inu, and elite Saudi funds, with top CEX partnerships.

$RVV pre-sale is almost over—no second chances. TGE is just around the corner.

Join now  https://t.co/aL3YONpGjC"
0,"BREAKING: Nvidia managers knew  was about to (gloriously) hit the fan

@Jukanlosreve https://t.co/4lQl5dQqdt"
1,"HBAR will flip XRP.

Guaranteed. 

HEDERA’s TPS will be parabolic like nothing ever seen before. Combined with collaborations with giants in space and the world, such as NVIDIA, SealSQ Quantum Satellites, Google, and countless other corporations changing our world. Now:  #SWIFT 

#TRUMP $TRUMP #MELANIA #XRP #XRPARMY #BTC #ETH #USDT #Tether #Ripple #SOL #RLUSD #SHIB #Ethereum #Bitcoin #stablecoin #XLM #Hedera #HBAR #RIPPLE #SEC #XRPL #NVIDIA #Nasdaq #chainlink #link #MAGA #hashgraph #crypto #cryptocurrency #bitcoin #blockchain #cryptonews #nft #forex #money #investing #investment #cryptocurrencies #binanc #invest #business #finance #stocks #dogecoin #swift #cardano #cryptoworld #hederacon"
1,"at a college event where I was invited as a guest, a student asked during the Q&A what did I think about the new Nvidia GeForce GPU's potential impact on RPG games. His smirk & his two friends next to him elbowing him told me what this was about. ""I don't know,"" I said. He sat down giggling, smirk intact. I guess, a lot of what I'd been talking about in the Q&A was related to games due to my past experience & present pursuits. And I know how self-proclaimed ""hardcore gamers"" get when people who have worked in mobile or casual gaming talk about gaming. 

A faculty member later apologised for his immature behaviour. I told him - I have worked in male-dominated spaces all my life, it's fine. My problem wasn't his question, it was the lack of sincerity. 

I've worked alongside some really top tier talent thanks to my career, and in quite exciting/glam spaces that too, what with Netflix and EA. The one trait absolutely nobody who is worth their salt ever demonstrates is cockiness. Not coz they aren't cocky (everyone's a little cocky about their strengths/passions deep down), but 'coz cockiness gets you nowhere in life. Like it or not, you need people to succeed, no matter how much you know. 

The truly smart ones know this, and therefore use every opportunity with anyone who has done anything remotely useful in life to extract from them whatever knowledge, insights, experience they possess. Whether or not you like or use it is up to you.

So yeah, if you find it useful to ask a person who has done product management in mobile gaming about gaming hardware, then go for it. But it might speak more to your stupidity than theirs. The era of the brilliant jerk is passé, non-brilliant jerks certainly don't stand a chance."
1,"For all my #XRP friends. 

This is the atomic bomb for crypto. The race is over.

Read this.

#HBAR wins the race. 

#TRUMP $TRUMP #MELANIA #XRP #XRPARMY #BTC #ETH #USDT #Tether #Ripple #SOL #RLUSD #SHIB #Ethereum #Bitcoin #stablecoin #XLM #Hedera #HBAR #RIPPLE #SEC #XRPL #NVIDIA #Nasdaq #chainlink #link #MAGA #hashgraph #crypto #cryptocurrency #bitcoin #blockchain #cryptonews #nft #forex #money #investing #investment #cryptocurrencies #binanc #invest #business #finance #stocks #dogecoin #swift #cardano #cryptoworld #hederacon

https://t.co/WwhmmysYlF"
1,I finally updated my @GlobalLianli computer! It has been 15 years since I customized my case to include watercooling features. It's like they know me! @intel @nvidia  @KenduInu @KenduEnergy https://t.co/4HiUkUEsoe
0," Nvidia CEO Huang: Revenue in China before export controls was twice as high as it is now

NVDA better hurry up and sell those chips to China — otherwise, we might not need them anymore! https://t.co/4qPr9DUQCF"
0,"We are “out of GPUs. we will add tens of thousands of GPUs next week”. 

This guy has access to one of the largest compute clusters and is already out of compute. 

And some people still think NVIDIA is running out of demand soon. ‍

As Jensen said, compute demand is going through the roof and DeepSeek-like efficiency increases super charge demand since it rapidly improves the economics of AI services and unlocks vastly smarter AI systems at an affordable price. 

For example, a deepsearch can easily consume 100x or a 1000x the compute of a one-shot inferencing run and can have run times of several minutes. 

The next step will be ultra deep search where models may ponder for days offer scientific problems and run large scale simulations on their own to generate novel solutions to problems. 

There is a reason why just the top 4 hyperscalers guided for a $100B increase in CapEx spend in 2025 even though a lot of big name investors said last year there was no room to grow CapEx. 

Oh boy were they wrong!"
0,"OpenAI basically said the same thing too. It doesn’t have enough NVIDIA.

Of course its stock went down 8.5% today in reaction."
0,"So what do we have today?
- GPT 4.5 is rather underwhelming and expensive
- Nvidia dropped over 8% on supposedly strong earnings
- MS seems to be backing off of the OpenAI romance
- Tesla down almost 50% from the peak
Looks like the bubble really needs more air... https://t.co/IZllJPMBRm"
1,"Meanwhile, Nvidia is ramping up “apex predator” liquid cooled Blackwell AI server with 30X performance, 72 GPUs versus prior 8 GPUs, more than one million parts in one rack, weighing 1.5 tons with Blackwell Ultra on track for later this year and “big step up” Rubin coming next in a world dying under reasoning model 100X compute consumption and no real comparable performant data center scale rack server competition and Amazon/OpenAI crying about GPU shortage on same day."
0,"GeForce RTX 5090 drops below RTX 4090 in high-end graphics card benchmark chart
https://t.co/YZhQOqu485"
0,"First GeForce RTX 5080 discovered with 104 ROPS, 8 missing in action 
https://t.co/wmrpo2rW6r"
0,GeForce RTX boxes will turn blue if they are in the sun for too long https://t.co/7NWOORMjGJ
1,"Pair your RTX 50 series graphics card with a high-performance PSU featuring a 12V-2x6 connector for seamless power delivery. No throttling, just peak performance! Learn more: https://t.co/d6zv7bcYrw https://t.co/CzEsfHb6lc"
1,"If we were to compare these *FIRST PARTY* AMD RX 9070 XT benchmark numbers to TechPowerUp's *THIRD PARTY* RTX 5070 Ti numbers at 4K, then 5070 Ti should be about 6% faster in raster perf and about 23% faster in RT perf: https://t.co/jIsToyOqja"
0,"GeForce RTX 5070 Ti with missing ROPs offers up to 11% lower performance in synthetic tests 
https://t.co/qpMo3ClsdF"
1,"We should use all those bombs we were going to send to Ukraine on them.

Democrats will be happy because we can keep throwing money at  Lockheed Martin, RTX, Northrop Grumman, Boeing, Raytheon, etc."
1,The most popular GPU on Steam is the RTX 3060 https://t.co/HIIUnADUkT
1,"If you have an RTX 5090 or RTX 5070 Ti with fewer ROPs than are supposed to be on the card, we are putting a bounty out. We will pay you the cost on your receipt + $500 USD. Applies to both. Email tips at gamersnexus dot net. We will cover your total receipt cost for the device, including shipping and your local taxes you paid, as well as shipping to us.

Correct values are 176 on 5090 and 96 on 5070 Ti. If you see 88 on a 5070 Ti or 168 on a 5090, then you are affected. AFTER installing GPU drivers, you can install GPU-Z and check the first tab to see the ROPs count."
0,"This RTX 50-series launch has been an absolute disaster for Nvidia.

• No stock. Scalpers. Stores charging way above MSRP.

• Power cables literally melting.

• Now defective 5090s have been found which are ~5% slower.

• 5080 & 5070 TI barely showing any perf. uplift without frame gen.

Literally can't make this up.."
1,I've been writing C++ on Windows for multiple decades with no issues at all. MSVC debugger is good. GPU vendors have solid DX12 and Vulkan drivers and debugging/profiling tools on Windows. I don't understand why some people don't like C++ dev on Windows?
1,"XenBlocks, created by Jack Levin, blends Proof of Work and Proof of Stake within the X1 ecosystem. Using the ASIC-resistant Argon2 algorithm, it enables GPU mining of XNM, XUNI, and Superblocks. Since 2023, it offers fast transactions (75,000 TPS) and low entry barriers, gaining popularity with open-source tools and decentralization.
$XNM $XNT #blockchain #cryptocurrency #XenBlocks #ProofOfWork #ProofOfStake #decentralization #mining #tech #X1"
1,"Prediction: Today’s video generation models will transition into full 3D scene graph generators that output quiescent results, but with all the controls and rendering efficiencies we get with modern GPU rendering +
neural node graphs #RENDER"
1,"What is NodeGo? Unlocking Decentralized Compute for AI & Web3 

@NodeGoAI is a decentralized computing network that enables individuals and businesses to monetize idle CPU, GPU, and bandwidth while providing scalable, cost-efficient compute power for AI, spatial computing, and Web3 applications. By leveraging blockchain, #NodeGo offers a secure, flexible, and decentralized alternative to traditional cloud infrastructure, making high-performance computing more accessible and efficient.

#DePINUnion #DePIN"
